BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3046,42, ,A1,2069 BATHGATE AVE                        ,            ,10457,1,0,1,"1,964","1,424",1899, 	1 ,A1,"$345,376",4/5/12
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2900,61, ,S2,406 EAST TREMONT AVENUE                  ,            ,10457,2,1,3,"1,855","4,452",1931, 	1 ,S2,$0,8/31/12
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2912,158, ,B1,505 EAST 171ST STREET                    ,            ,10457,2,0,2,"2,000","2,400",1993, 	1 ,B1,"$316,500",12/27/12
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2917,14, ,B1,1846 WASHINGTON AVE                      ,            ,10457,2,0,2,"2,943","2,076",1920, 	1 ,B1,$0,3/7/12
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,85, ,B1,2241 BATHGATE AVENUE                     ,            ,10457,2,0,2,"1,562","3,382",2004, 	1 ,B1,"$443,776",10/15/12
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,95, ,B2,2242 BASSFORD AVENUE                     ,            ,10457,2,0,2,"1,312","2,300",1931, 	1 ,B2,"$360,000",1/12/12
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3053,22, ,S2,511 EAST 183RD STREET                    ,            ,10458,2,1,3,"2,011","4,280",1901, 	1 ,S2,$0,6/6/12
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,2929,171, ,C0,1699 FULTON AVENUE                       ,            ,10457,3,0,3,"2,409","4,536",2003, 	1 ,C0,$0,1/27/12
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3037,37, ,C0,4418 PARK AVENUE                         ,            ,10457,3,0,3,"3,525","3,290",1899, 	1 ,C0,"$232,161",5/18/12
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3041,9, ,C0,448 CYRUS PLACE                          ,            ,10458,3,0,3,"2,500","1,960",1910, 	1 ,C0,$0,1/21/12
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,4,3043,46, ,V1,1904 BATHGATE AVENUE                     ,            ,10457,3,0,3,"2,115",0,1910, 	1 ,C0,$0,7/6/12
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3046,28, ,C0,2092 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"2,362","3,438",2011, 	1 ,C0,"$135,000",2/24/12
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3050,1, ,C0,2186 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"1,505","2,640",1901, 	1 ,C0,"$190,000",8/27/12
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,  ,3050,41, ,  ,491 FLETCHER PLACE                       ,            ,10457,0,0,0,0,0,0, 	1 ,V0,$0,3/31/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2899,44, ,C1,404 EAST 175TH ST                        ,            ,10457,8,0,8,"1,981","6,032",1931, 	2 ,C1,"$570,717",11/20/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2913,43, ,C7,495 CLAREMONT PARKWAY                    ,            ,10457,18,2,20,"4,100","14,480",1901, 	2 ,C7,$0,2/13/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,2924,1, ,C4,501 EAST 176 STREET                      ,            ,10451,6,0,6,"1,831","6,468",1931, 	2 ,C4,$0,8/21/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,4, ,C1,2412 WEBSTER AVENUE                      ,            ,10458,8,0,8,"4,336","9,240",1909, 	2 ,C1,"$662,718",1/24/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,57, ,C1,415 EAST 187TH STREET                    ,            ,10458,8,0,8,"3,325","8,800",1910, 	2 ,C1,"$800,000",8/20/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3035,23, ,C1,446 EAST 179 STREET                      ,            ,10457,8,0,8,"2,805","8,712",1910, 	2 ,C1,"$410,000",4/23/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3038,55, ,C1,450 EAST 184 STREET                      ,            ,10458,47,0,47,"10,000","40,715",1926, 	2 ,C1,"$2,913,907",3/15/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3050,20, ,C1,2268 WASHINGTON AVENUE                   ,            ,10457,20,0,20,"4,750","14,900",1910, 	2 ,C1,"$406,000",7/19/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3053,25, ,C1,505 E 184TH STREET                       ,            ,10458,32,0,32,"5,148","22,550",1910, 	2 ,C1,"$602,000",2/8/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3053,64, ,C1,490 EAST 184TH STREET                    ,            ,10458,15,0,15,"3,408","15,375",1913, 	2 ,C1,"$1,175,000",11/13/12
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3053,74, ,C7,2334 WASHINGTON AVENUE                   ,            ,10458,32,2,34,"6,675","32,400",1920, 	2 ,C7,"$1,548,000",2/8/12
